review,classification,confidence
"Drank for Mother's Day. Light yellow straw in color. Nose of peach, pear and green apple with some mineral notes. Tastes of green apple, pear and peach. Refreshing tartness and acidity. Buttery finish and mouthfeel like a California Chardonnay. As the wine opens up it develops honey notes. Very nice wine from a consistent excellent producer.  Currently my favorite sauvignon blanc. ",talks about taste,0.619372487
"Might be the best Sauv Blanc I've had to date. #InstantClassic
Nectarine, apple and lemon as the foundation with gripping minerality and traces of vanilla.

Elegant and dare I say graceful...... Bring on the warm weather, lobster rolls and evenings by the fire-pit.",talks about food combinations,0.752847254
"Succulent and juicy , with sweet, fresh baby- pineapple, lime, papaya and candied pink grapefruit peel flavors that sing with purity and focus, set on a supple frame and featuring fresh acidity that weaves in and out.
For all the intensity this shows an effortlessness and elegance!",talks about food combinations,0.588532627
I’ve never had a winery tasting end with a Sauvignon Blanc but in this case it works:  zero citrus and ample pear & peach  makes this a non traditional dessert wine.  It’s an amazing achievement:  6 months in used oak create a unique experience ,talks about food combinations,0.570915639
"This may be the best SB i've tasted till this date.  For someone who dislikes the SB in general,  this wine is a game changer.  Perfect acidity.  Doesn't have an excessive grapefruit or passion fruit aroma overpowering.  Has a bit of density to it, giving it a bit more chunk. Finishes with a briny mineral touch.  This is no poolside sipper !  Pairs beautifully with greasy foods.",talks about food combinations,0.526582897
"Very aromatic, with ripe stone fruits and dense tropical essences on the nose. Dry, the palate is rich and fruity, dominated by nectarines, peaches, mandarines and just some grassiness. Slightly oaked taste, well balanced by its high acidity and ripeness. The finish is dry and citric, makes it a great complement to any sea seafood. A note of caution, the bottle goes down very fast. ",talks about taste,0.735007405
"Fresh and fruity flavors of pineapple and tree fruits. Golden color featuring amazing aromas. Compares with the best New Zealand SB out there. Appreciate the medium bodied,crisp acidity with oaky undertones ",talks about taste,0.47152251
"Aromas of pear, melon, grapefruit, mango, and vanilla. Creamy mouthfeel, with flavors of stone fruit, lemon, pineapple, and mineral on the finish. Beautiful Sauvignon Blanc! 60% Sauvignon Blanc, 40% Sauvignon Musqué. ",talks about taste,0.466863394
"This white wine is on the fruity and has a pale yellow color. It's very easy to drink 😬.  Has aromas of ripe melons, minerals, and peaches. On the palate is complex with a fruity punch of apricots, nectarines, and peaches. ",talks about food combinations,0.470042735
"The 2018 is better now it has another year of age in the bottle. The best bottles we've had have always been at least 3-4 years old. We plan to cellar a few bottles and try them 4,5 and 6 years in the bottle. Wouldn't try that with any other SBs, but fairly certain the Merry Edwards will improve with a few more years than the basic SB.",other,0.790681422
"Fantasic Wine with ahí te Pizza!
AIS-91
To be paired with a Puros de Hostos Comendador Box Pressed Toro 20-20.
Very harmonious and superbly balanced. 
 citrus peach grapefruit melon minerals green apple stone wild iris 
¡Salud and enjoy!",talks about food combinations,0.725746632
"THANK YOU BETH!!

This was such a generous gift Boy a wonderful person I met through Vivino. One of my fav grapes in a different Style. 

Shiny yellow with golden hues. This is a heavier Style than I am used to. Med+ body and 14% vol. 
Scents of lemon, pineapple and papaya. Really juicy mouthfeel with an exotic touch. Tangy acidity but at the same time nearly a creamy texture. Long limey and fresh finish with some herbal notes. 

Stunner wine by a Pinot queen 😊",other,0.402851492
"- 5 Vineyards
- 6 months in oak (sur lie)
- Absolutely killer. Bright, ripe fruits of green apple, pear, grapefruit, stone fruit, minerality, creamy mouthfeel (thanks to sur lie), beautiful and very long finish. Best Californian Sauvignon Blanc I've tasted.

Tasting sample",talks about taste,0.513537169
"Tied with Mark David's Transitus as the best sauv blancs I've had. They managed to take a varietal I generally regard as simple with limited variation that attempts to win the crowd with sweetness, and made it into a sleek, finessed version that tamed the fruit and made this a serious wine. Reminds me of the new serious white zin trend, I could get used to more sauv blancs being made like this.",talks about taste,0.600971818
"An extremely well composed white Californian wine. Nice fragrance of jasmine, and honeysuckle. The palate is dominated by citrus, stone fruits and minerality. An exceptional fresh and delicate wine. I was introduced to this wine at a Danish restaurant. It is impossible to get this brand in Norway and Sweden (State monopoly in both countries). If anybody knows where to get hold of this wine please let me know. This wine got 93 points by Wine Spectator.

Highly recommended
             
Cheers my Vivino friends
",talks about taste,0.543360054
"The Merry Edwards booth was a highlight of the wine show. There were six Pinot Noirs, a Chardonnay, and this outstanding Sauvignon Blanc. The addition of 30% Sauvignon Musqué gave this wine a completely new dimension, with notes of honeysuckle, cantaloupe, ginger, and white peach. A wet gravel minerality gave it some solid structure to balance the forward fruit. Far and away the most unique SB I've ever had. Worth every penny! ",talks about value for money,0.727849185
"Last ME I had was the 2015. This is equally as good! Great SB with a wonderful balance of minerality, a citrusy fruit  forward taste and acidity. RRV never disappoints. This drives more to a feel of France than anything else produced in The USA. ",talks about taste,0.554262459
"Unusually rich and full-bodied Sauv Blanc - Russian River Valley does not disappoint.  High in alcohol at 14.1% but no trace of burn.  Moderate oak, smooth vanilla, caramelized pear.  Very, very good and terrific value.",talks about value for money,0.51506561
"This has been one of my favorite Sauvignon Blanc's.  To the nose,  citrus and a slight floral aroma. The hits you right away, plenty of peach, apricot and pear flavors. A nice touch of lemon (and I'm not a lemon fan. A very nice dry finish and definitely a touch acidic with these fruits. A very good SB!!",talks about taste,0.477942914
"Most Sauvignon Blancs are dry, boring, and uneventful—not this one! This is the first wine of this grape that I’ve enjoyed in a while.",other,0.609281719
"Light golden color with a nice nose that is soft, smooth and fruity on the palate, accenting the food flavors and recalling the sometimes cool sunny slopes of the Russian River Valley. Love this Sauvignon Blanc and it’s genius wine maker Merry Edwards. ",talks about taste,0.525378764
"Flashy and high - great Sauvignon Blanc!!! Low reflex almost light yellow clear. Odors of floral discreet perfume. Start gives a nice tingle on the toungue even though acidity isn't high. Very smooth going down and elegant aftertaste with some hidden citricity remaining in mouthtaste. Fresh and crisp. A plus also for the price, very fair.",talks about value for money,0.523017287
"A pronounced floral bouquet.  The glass opens with a taste of sweet cherry, followed by melon accented with lemon.  The finish is slightly sweet, accented with honey.  Strong acidity and minerality throughout.  An outstanding Sauvignon Blanc!",talks about food combinations,0.628585458
"2017 Sauvignon Blanc - lively and tropical on the nose. Pineapple candy, ripe nectarine and white peach. A little yeast influence with the time on lees giving a little more richness rather than imparting taste. A great balance on the palate. Soft mango fruit and a rounded texture. Excellent 92pts not sure I’ve ever given a new world Sauv Blanc a higher score. ",talks about taste,0.3241162
"Visiting again one of my favorite wineries from California; the Mary Edwards Sauvignon Blanc 2014. 100% Sauvignon Blanco and Sonoma county the wine has scents of oak, pineapple, peach, and persimmon. Flavors of oak, pineapple, vanilla, and persimmon. Everytime I visit this winery, I buy a case of this wine. I also keep a library of the 2014 - Present Day. My recommendation? Buy it!",other,0.432278872
"Really excellent SB that lived up to the hype. It has a distinctively plush and rounded mouthfeel that is outstanding, but doesn’t sacrifice any of the typical SB crispness. I wouldn’t go so far as to say I taste peach and stone fruit, but there is a beautiful melon aspect that tames the citrus. Easily the best Californian SB I’ve ever had - pleases both traditional SB enthusiasts and Chardonnay fans who prefer more body. ",talks about taste,0.59848398
"Big, bold and almost chardonnay, but with a very citrusy finish. Grapefruit, and possibly pineapple flavors give way to a brashness and dryness that screams chard, but begs you to drink more, until it's gone. Will she for years to come, but is plenty ready now. Picked up at the vineyard and I wish I had more.",talks about taste,0.443395019
"On the nose:
Apple cider, honey, light vanilla.

On the palette:
Balanced perfectly, tongue coating. Lemon, honey, oak, vanilla. 

From a non sav blanc lover, this is the best sav blanc I’ve ever had.",talks about taste,0.550263941
"I’m a rookie at the Sauv Blanc, however if they are all like this, I’m all onboard.",other,0.818014681
Crowd pleaser.  Peach. Citrus.  Medium body.  On the dryer side. ,talks about food combinations,0.384469628
Fantastic.  Soon to be Mom’s favorite wine.  She just doesn’t know it yet.,talks about taste,0.632157207
This is the best Sauvignon Blanc from California That I have ever tasted,talks about taste,0.883666813
Cream and peach man,talks about food combinations,0.544023812
"floral, slightly sweet, goes well with fish ",talks about food combinations,0.583726048
"Great Sauvignon blanc nose, but not the typical grassy acid afterbite.",other,0.576663733
A great summer wine. Crisp and not overly fruity or grassy,talks about taste,0.356760949
Very unique and smooth,other,0.818830311
Yummy floral musque clone sauce blanc very unique and fun to drink with cheese,talks about food combinations,0.595846534
"Super fruit. Peaches, strawberries
Not too acidious",talks about food combinations,0.583691955
Beautiful Sav Blanc. Very distinguished palate,talks about taste,0.866834521
Always fantastic Cali SB. ,other,0.371374011
"Really great. Fruity, clean, applet, crisp.",talks about taste,0.46979177
"Clean, crisp and dry!  Ultimate fish, chicken and white pasta pour!",talks about food combinations,0.887312889
"Agree great vine, but not S. B. Authentic .",other,0.722882926
"Thicker, smoked citrus, bruised citrus, tropical, green apple, pineapple",talks about food combinations,0.413950264
"Very nice, floral nose, light and crisp with slight pear and oak",talks about taste,0.418383777
"Great solid sauv, super zesty ",other,0.390641391
Pale yellow and opaque rim. Smells of grapefruit. Full body Sauvignon blanc. Taste of apricot in the back with a nice finish.,talks about taste,0.696562052
"4.3 lychee, guava, tropical fruits. Smooth and vanilla, acidic, but not aggressively so. ",talks about food combinations,0.605086565
"Aromas of stone fruit, and tangerine. Smooth and very drinkable. I would definitely order again. ",talks about taste,0.538686156
very well ballanced with the right seafood will bring out the magic,talks about food combinations,0.676430702
Amazing and gentle Sauvignon! Nothing to dislike!,talks about taste,0.480436265
Drinking amazing right now. Wow! ,talks about taste,0.698930085
Just what the doctor ordered on a 108 degree day!  Outstanding Sauv!,other,0.404328674
Crisp with layered floral notes and light fruit. Multi-faceted but not heavy.,other,0.389218867
This ins great! Quite different. ,other,0.985138834
A really beautiful wine — peach and grapefruit with nice minerals and stone fruit on the finish. ,talks about food combinations,0.569980919
Ive been a Marlborough NZ Sauv Blanc guy and am still learning about the good California Sauv Blancs.  But i can say this one is excellent!,talks about taste,0.606167614
Tropical fruits and some oak in the nose and on the palate. Lush long finish,talks about taste,0.508353949
"Peach, pineapple, pear, floral, fantastic with spicy food.",talks about food combinations,0.827436745
Merry makes a mean Sauv Blanc,other,0.476820081
"Stunning. Full bodied with a grassy nose and a palette loaded with melon, grapefruit, lime, creamy pear and ripe peach on the long crisp finish.",talks about food combinations,0.534024954
Amazing. Floral. Warm citrus in the mouth v,talks about taste,0.664340556
"Orange blossom, clean and slight minerality on the finish.",other,0.541213512
"Pear and melon with a slight oak finish, very good mouth feel for a sav blanc.",talks about food combinations,0.542107165
"Beautiful full mouth feel, long finish",talks about taste,0.672115743
Rivals my love of the Marlborough NZ Sauvignon Blanc. Nose of peach. Honeydew melon and peach with low acidity. Excellent late night treat.,talks about taste,0.461908847
Peach pear and nice minerality. Great finish a,talks about taste,0.361333609
"Maybe the best SB I've ever had. Pears, melon, hints of apple and lemon blend together in layers of flavor that just keep coming. Just terrific.",talks about food combinations,0.622131765
"White gold color; nose of yellow flowers; palate smooth, buttery honeydew melon on the long finish. Surprisingly un-grassy.  ",talks about taste,0.665760338
"Beautiful roundness, buttery, slight fruit and slight sweetness bring this white wine together to a delicious, fruity finish.",talks about food combinations,0.58907634
"Love this! Perfect for a summer day by the pool! Nice mouthfeel, and a slight creaminess.  Tropical notes as if I am on a beautiful Caribbean beach.",talks about taste,0.848172784
"Big and round, tropical fruits, melon, pear, super balanced with great acidity, loved it!",talks about food combinations,0.603465915
"Excellent a great example of what a Sauvignon Blanc should be. Fruity, elegant and crisp. Consistent top performer, Marry has it down. ",talks about taste,0.471264154
Not overpowering. Not a blanc fan in general but this was magnificent. ,other,0.698861897
Wow. Delicious. Smooth; rich with the brightness of a savignon blanc,talks about taste,0.773877978
"Excellent white—rich, but not overdone, fruity but balanced with mineral, and distinctive.",talks about taste,0.300698429
OMG - best  Sauvignon blanc believe I have ever had. My quest is now to find more. ,talks about taste,0.487981141
"Enjoyed this wine with a fish oriented small plates meal at the Easterly restaurant in St Thomas on 2/19/22. Absolutely delicious. Well balanced, not overly minerally or likely, or flinty but just great. Love it. ",talks about taste,0.466223747
Buttery yet silky smooth with vanilla and spice ,talks about food combinations,0.421919703
"unusual, yummy sauvignon blanc with incredible oaked-aged fruit flavors.  best fresh and a bit below ambient temperature.  must try, at least to compare to.  drink it regularly if you can afford it.",talks about value for money,0.380812526
"An interesting and delicious sauv blanc. It has the brightness and acid of a sauv blanc (typical notes like melon and peach) but the fullness and opulence of a refined chardonnay. The oak comes through as an undertone, not a confection. Would buy a case if I could find it!",talks about taste,0.530945241
"Blind, I thought this was Viognier. It’s very floral, ripe, with a creamy, round texture you rarely see in Sauvignon Blanc. It also has lower acidity than what I would expect from Sauv Blanc, but enough to mostly balance out the opulent fruit. This isn’t typical by any means, but it’s fun and complex. Drink now ",talks about taste,0.380431443
"I'm already back for more of this Sauvignon Blanc (and I'm not big on whites generally). I'm enjoying like I'd normally a good red, and GF likes it too. So, rich and flavored.  Must chill, tho. It's pricey, but a treat. It's pushing 5* in my book.",talks about taste,0.474237233
"Really something. My favourite California white thus far, by far. Not the crisp sav blanc I’m used to with the NZ wines, but much richer. A bit sweet, but a very complex flavour that goes through a few twists and turns before leaving you with a nice touch of sour and bitter — in a good way.",talks about taste,0.73204422
"Light, refreshing and yes delicious ",talks about taste,0.578019798
Lovely. Had with French laundry tasting menu,talks about taste,0.568387985
This may be the perfect Sauv Blanc. The nose is light and lemony but a medium body on the palate. Notes of citrus upfront with a finish off melon rind. A very well-balanced acidity and dryness.,talks about taste,0.581505418
Best Sav Blanc on the market ,talks about value for money,0.564599037
Unreal as always. Loved it. So well balanced and dynamic. ,other,0.727008998
Cold Spring wine store. Amazing stand alone full bodied alcohol forward Saudi gnome Blanc goes great with lemon tarragon chicken.  Yes!,talks about food combinations,0.598560095
"Great floral notes.  Tropical fruit and full bodied sb, yet the right amount of acid to balance ",talks about food combinations,0.540819407
"Liquid cocaine. White Cherries, orange blossoms. Creamy nectarines. Wow.",talks about food combinations,0.631489277
"Bright, creamy, and smooth. Notes of pear. Slightly crisp. Delicious. ",talks about taste,0.665995419
Buttery and delicious. Citrus and melon flavor. Some heat from 14.1% alc,talks about food combinations,0.522136927
"Full bodied citrus fruit, with rich honey and oak like a Chardonnay. Delicious",talks about food combinations,0.43070969
Excellent blanc. Delightfully refreshing wine. Drank 2018 bottle in 2020.,talks about taste,0.705434799
"Nose: peach, apricot cotton candy, 
Mouth: mineral, sea salt, pear",talks about food combinations,0.540614188
Amazed at how well this ages. Our favorite us sauv blanc,other,0.481850058
"Very Nice Wine. Tasty, Calm and elegant in all ways",talks about taste,0.692236364
Rich fruit. Wonderful nose. 93,talks about taste,0.473609149
"One of my all time favorites. Medium body, great mouthfeel, citrus, wet stone. One of my favs. ",talks about taste,0.767866611
Crimson wine group dinner,talks about food combinations,0.683477402
"Pear, Mellon, good acid. A great pairing with sushi. ",talks about food combinations,0.721928239
Great. More muted due to the bottle aging I suppose. ,other,0.538216829
Fantastik sauvignon 93 point,talks about taste,0.432780683
"Lemon and stone fruit on the nose smooth well balanced, great acid.",talks about food combinations,0.466620505
Wow! Wow! Wow! Who oaks a Sauvignon Blanc? Love it,talks about taste,0.479246587
A real treat at this price with a citrus tang and great for the next 15 years,talks about value for money,0.49639374
Before flight home to Moscow perfect!,other,0.519588947
Very drinkable and elegant.,talks about taste,0.602349281
Oaked sav blanc.  Very unique and enjoyable ,other,0.507881701
"Barrel fermented in neutral oak; weekly battonage; creamy, floral, fruity, lime, full body; good with Thai food or spicy food.",talks about food combinations,0.822138131
Great refreshing wine with pear and melon flavors ,talks about food combinations,0.582864523
Excellent white with a balanced acidity.,talks about taste,0.707085967
About as good as a sauv b gets. Bold ripe fruit.,talks about taste,0.496315897
Very rich. Balanced. ,talks about taste,0.420536965
"Ooohhhh yum. Dangerously good. Crisp, citrusy. ",talks about taste,0.769212008
This wine is still drinking great! Paired well with Northern Thai spices too!,talks about taste,0.502234995
"One of the yummiest crisp whites I’ve tried. Thought about giving a 4.5, but decided naked people on the label make this a perfect 5.0 :)",talks about taste,0.648118675
"Beautifully put together, creamy lush cantaloupe and green fruit with refreshing acidity; ebullient, tropics meets an English garden",talks about food combinations,0.633784056
"Fantastic,  unique and my all-time favorite",other,0.821151733
Nice balance with yellow aromas ,other,0.565734923
Another excellent vintage of this benchmark sauvignon blanc.,other,0.853630364
"Perfectly balanced. Smooth, ripe fruit character with acid throughout. Lemon, lime, ripe apple. ",talks about food combinations,0.561896265
"Elegant nose with light veggie hues, nicely zesty@palate.",talks about taste,0.776543617
"Very different Sauvignon blanc, rich, nice oak, peach, smooth.",other,0.559693813
Absolutely amazing. So smooth with almost no detectable acidity!,talks about taste,0.605454862
Aromas of rich peachy fruits and floral notes. Creamy texture on the palate with a nice acidity. More of an exotic style Sauvignon blanc from Russian river! ,talks about taste,0.586235642
"After visiting the winery earlier this year, we decided to pop a bottle of this lovely juice and reminisce.  Ahhh...just as pure and tasty as the memory.",talks about taste,0.825397789
"Undertone of oak, lemon citrus, a bit sweetness; a great wine for the summer, light and fresh. Better to enjoy with meal. Lack of complexity by itself ",talks about food combinations,0.628924429
"Terrific Sav Blanc. Nice acidity and great mouth feel. Very complex with plenty of fruit, tangerine, grapefruit and melon. Floral on the nose. Highly recommend.",talks about taste,0.520323515
"Just the perfect Sauvignon Blanc. Extremely floral nose. Full of peach, apricot, pineapple. Just the right amount of citrus. Nice minerality. Enjoyed at the Modern.",talks about food combinations,0.496433526
Been awhile since I have some ME Sav Blanc but her juice is wonderful. Love the light sweet notes (Apple and peach) as well as a good balance of citrus/acidity ,talks about taste,0.603788018
"This SB is delicious. Even though I like crisper and more acidic style this one is in its own class. Little creamy and smooth, with some oak notes and mango and citrus.",talks about taste,0.41503644
"Poached pear, green apple on the nose, full body with long finish. Great balance. So, so smooth. Just a delicious wine. Great body—you can tell this has rested in the lees. ",talks about taste,0.517351985
"What a day I had! My dive #250 happened and it was the best dive of the first 15 dives, but dive #252 bought a pod (19) of wild dolphins to us! OMG 😱 🐬🐬🐬🐬🐬🐬
Glad I had one more bottle of this wine to celebrate with! Saw 7 seahorses on this trip, so seahorse prop time! And time to dance 💃🏼 
Aromas of lemon, melon, pineapple, and minerals. 
Palate is delicious! It adds in white flowers, salinity, and happiness.
Dry, medium+ body, and crisp acidity.
14% alcohol 
I'm so exhausted 😴",talks about taste,0.560593486
"Pale lemon color; citrus aromas and some peach; medium body with tropical fruit and a slight creaminess on the palate; long finish. Incredibly smooth and delicious wine, fairly complex for a Sauvignon blanc. ",talks about taste,0.542567551
"grassy, a bit dusty, stony, lime, slightly exotic, subtle vanilla touch, algae.
juicy, moderate acidity, crisp, slightly creamy.
exotic fruit, herbaceous with green notes, apple.
rich structural finish, intense, juicy & very concentrated finale. length is great.",talks about taste,0.34949258
"Light straw. 
White flowers, pineapple 🍍 quince, green apple 🍏 lemon curd 🍋 shells 🐚. 
Full bodied, dry, M+ acidity, silky smooth, creamy, full MLF, 18% new oak, 14.8% abv, but balanced and delicious. 
10 K cases made. ",talks about food combinations,0.478297889
"Great Sauvignon Blanc, drunk from a magnum with a couple of years. This isn't built for age like a BDX Blanc, but the large format and a couple of years has definitely added layers.  Lots of tropical notes, with some guava, pineapple, elderflower, orange, and orange peel, with pineapple, key lime, and a little coconut on the palate. Some stone minerality too, and just a little nutty (cashew?) note.",talks about food combinations,0.603960097
"Merry Edwards 2020 Sauvignon Blanc. Done in French oak with a yeast stir every week for 10 weeks. Light straw color with a nose of honey, honeydew melon, casaba melon & floral.  The drink features notes of honeydew, casaba melon, mango, pear, peach, tropical, pink grapefruit, pineapple & vanilla on a French oak finish. This beautiful, SB will pair well with Asian food, seafood or chicken. A great stand-alone as well. Been a while since I've had a good SB.  4.5 stars.

🎶 David Bowie - Alladin Sane 🎶",talks about food combinations,0.916664958
"This is a dry mildly acidic wine with notes of citrus, tropical fruit, and light vanilla on the nose. The palate has notes of white peach and mango with wonderful mineral undertones. One of my favorite white wines",talks about food combinations,0.440345347
"Clear pale lemon in color with medium intensity and notes of grapefruit, candied tangerine peel, and lemon heads. This wine is dry with medium plus acid, medium body, medium minus alcohol, and a medium finish. 90/100",talks about taste,0.316214442
Solid Sav Blanc. Citrus is foremost but oak influence is evident. Pears and peaches primarily with creamy melon and some tropical grapefruit-y zest to finish. 👌🏽,talks about food combinations,0.667501032
A little young right now but delicious. High acidity with beautiful color and taste. Heavier with slight creaminess. Can't wait to revisit this one in a few years.,talks about taste,0.79542613
"Best Sauvignon Blanc I had in a long time. Feels quite sweet with tree fruit notes (pear, apple) and a nice citrusy finish. Well balanced and smooth, goes in really easy!",talks about taste,0.688713729
"Sauvignon Blanc tasting in Tokyo:  Everyone had this as their second favorite.  A softer palate then the others with melon in the palate nice acidity and a great, somewhat sweet, finish",talks about taste,0.613296032
"My second favorite Sauvignon Blanc ever. Beautiful lemon and citrus notes along with honey and perfect amount of acidity for backbone! Not dry at all, juicy right to the end.",talks about taste,0.51979202
"A truly excellent Californian SB. Subtle honey, peach, lemon, with a nice bit of salinity and minerality.",talks about food combinations,0.667012453
"A light plus bodied pale yellow white with flavors of citrus, peach, some apple, noticeable minerality, slight cream from malolactic fermentation, and subtle oak flavors.",talks about food combinations,0.40641132
"I hate Sauvignon blanc.  But ok this is good.  Loads of pineapple, something a little stinky.  Sour and tropical and slightly weird.  Like that dance teacher on the Gilmore girls.",talks about food combinations,0.37720266
"Pure juicy fruit with a hint of creaminess and a citrus backbone.  Full disclosure: this is consistently my favorite SB.  Whenever I find it on a menu, I order it and have never been disappointed.  ",talks about taste,0.697407544
"Pale green with no rim MEDIUM+LEGS STRONG AROMA grapefruit tropical fruit grass STRONG FLAVOR grapefruit lime mandarin orange earth MEDIUM BODY MEDIUM+ACID VERY LONG DURATION 

Excellent with salmon",talks about taste,0.665595531
"Best Sav Blanc ever! I am not a SB fan but this is amazing.  It is spendy, but amazing…not overly citrus, some vanilla.",talks about value for money,0.576671958
"A big number and a fantastic SB..  Consumed in Chicago,  I was going to do a great Pinot but none left in stock tonight.. 

Anyway,  beautiful peach and pear,  extended white fruit layers.. ..",talks about food combinations,0.480273455
"Smooth, minerality, peach, apricot.  Delicious!  Definitely buy it again!",talks about taste,0.479991257
"95; as far as California SB is concerned, this is one to try. Benchmark SB without a doubt.  Lightly oaked, nicely textured body, just the right acidity.  Put it on your list!",talks about taste,0.789629698
Really crisp and wonderful. Peach pear citrus,talks about taste,0.501388192
Forget about the grass and cat urine that so often fill your nose with sauvignon blanc. This is something different and enterily wonderful.,other,0.852474034
"Incredible white wine! I don’t drink much white but this bottle is so welcoming and bright, hints of green apple. @[1|50229936|James Beecham] I think you’d love this Russian River white wine! ",talks about taste,0.445600182
"Unleashed tropical thiol aromatics - smells amazing. Flavors are more well rounded than the aroma would suggest. Smells like an acid bomb, but this wine has impeccable balance.",talks about taste,0.566467762
"Great wine 
 citrus oak tropical pear
Ohh and a sweet citrus finish 
93pts",talks about taste,0.510446846
"Pretty good, balanced, tropical fruits, round, oak is there, good length and complexity. well made Cali sauv.",talks about food combinations,0.485862255
"A perfect vintage that holds it's florality & complexity. Seek it our if you can find it and the balance between acidity and taste and pallet will not be easily forgotten
",talks about taste,0.619449496
"A new vintage. Light peach, butter, pear, melon and vanilla. Still my favourite Sauvignon Blanc. ",talks about food combinations,0.769762158
"Merry Edwards has her own clone of Sauvignon Blanc, which imparts a unique palate to her wine. There's a considerable mouthfeel. Tropical fruit and florals on the nose. Modest acid in the finish.",talks about taste,0.753236175
"Grapefruit, vanilla, tropical fruit, citrus, and smooth oak.  This is a special and unique Sauvignon Blanc.  ",talks about food combinations,0.729002595
"Some pear, pineapple, lemon and apricot, white flowers and stone fruit. Great minerality, creamy texture with a nice clean finish. Very buttery for a sauvignon. Excellent",talks about food combinations,0.541570425
Great fruit. citrus peach pear tropical melon cream ,talks about food combinations,0.390328795
"Truly outstanding SB. Nantucket. Deep Mellon, pineapple, complex honey flavors with a medium color, medium plus complexity. ",talks about food combinations,0.539364636
"Perfectly balanced with tropical fruit, minerality and just a hint of sweetness to balance the acidity. Almost Riesling-like, with far more body than most Sauv Blanc. Outstanding.",talks about food combinations,0.525772214
"Outstanding CA Sauvignon Blanc.  Fresh, nice minerality, bright fruit, refreshing acidity, clean finish.",talks about taste,0.613244295
Pretty good Sauv Blanc…. Not as crisp and acidic as would have imagined…. Some tart on the palate… delicate body!,talks about taste,0.695025206
"Outstanding sauv blanc that rocked us. Full bodied, wonderful nose. A definite splurge but WOW. If you can, treat yourself. ",talks about value for money,0.60875684
"Benchmark Sauvignon Blanc!🤩👌🏻🍷

In a perfect condition to drink.
Classic California styled without green bell pepper and asparagus notes.
A delicious oak touch with a hint of vanilla.",talks about taste,0.440254927
Pear lemon flint ,talks about taste,0.412382811
"I was told Merry Edwards hated making this wine. Too bad she is clearly a genius and the hate doesn’t show. Might be the most well balanced Sauvignon Blanc I’ve ever had, with notes of ripe peach, melon and guava. Lemon peel in the back. Yum!",talks about food combinations,0.688814938
